FICE	College_name	State	Type	Average_salary_full_professors	Average_salary_associate_professors	Average_salary_assistant_professors	Average_salary_all_ranks	Average_compensation_full_professor	Average_compensation_associate_professors	Average_compensation_assistant_professors	Average_compensation_all_ranks	Number_of_full_professors	Number_of_associate_professors	Number_of_assistant_professors	Number_of_instructors	Number_of_faculty_all_ranks	Dbpedia_URL	label_salary	label_comp	id
2944.0	Mars Hill College	NC	IIB	356	308	259.0	309.0	426	378	309.0	372.0	35.0	16.0	18.0	11.0	80.0	http://dbpedia.org/resource/Mars_Hill_College	low	low	493.0
2946.0	Methodist College	NC	IIB	348	309	295.0	316.0	416	371	353.0	379.0	21.0	21.0	19.0	1.0	62.0	http://dbpedia.org/resource/Methodist_College_Belfast	low	low	495.0
2951.0	North Carolina Wesleyan Coll	NC	IIB	384	317	299.0	320.0	478	385	360.0	389.0	10.0	13.0	20.0	2.0	45.0	http://dbpedia.org/resource/North_Carolina_Wesleyan_College	low	low	496.0
2960.0	Salem College	NC	IIB	378	349	283.0	324.0	466	451	349.0	407.0	9.0	15.0	17.0	3.0	44.0	http://dbpedia.org/resource/Salem_College	low	low	500.0
2962.0	Shaw University	NC	IIB	*	321	293.0	292.0	*	383	348.0	345.0	5.0	19.0	43.0	25.0	92.0	http://dbpedia.org/resource/Shaw_University	low	low	501.0
2979.0	Warren Wilson College	NC	IIB	*	*	?	283.0	*	*	?	352.0	0.0	0.0	0.0	0.0	42.0	http://dbpedia.org/resource/Warren_Wilson_College	low	low	503.0
2985.0	Wingate College	NC	IIB	380	308	301.0	320.0	469	385	366.0	394.0	23.0	25.0	24.0	7.0	79.0	http://dbpedia.org/resource/Wingate_University	low	low	505.0
3005.0	University of North Dakota	ND	I	460	391	345.0	379.0	572	489	431.0	473.0	130.0	124.0	163.0	27.0	472.0	http://dbpedia.org/resource/University_of_North_Dakota	medium	medium	509.0
2539.0	Chadron State College	NE	IIA	491	404	329.0	390.0	593	500	406.0	476.0	33.0	20.0	19.0	19.0	91.0	http://dbpedia.org/resource/Chadron_State_College	medium	medium	511.0
2542.0	Creighton University	NE	IIA	649	462	351.0	437.0	793	562	418.0	529.0	66.0	119.0	127.0	22.0	342.0	http://dbpedia.org/resource/Creighton_University	medium	medium	514.0
2548.0	Hastings College	NE	IIB	426	359	305.0	353.0	516	434	369.0	426.0	19.0	19.0	24.0	4.0	66.0	http://dbpedia.org/resource/Hastings_College	medium	low	517.0
2554.0	University of Nebraska at Omaha	NE	IIA	528	446	417.0	452.0	635	540	507.0	547.0	149.0	115.0	97.0	36.0	403.0	http://dbpedia.org/resource/University_of_Nebraska_at_Omaha	medium	medium	520.0
2559.0	Peru State College	NE	IIB	483	402	308.0	367.0	584	493	385.0	452.0	14.0	8.0	19.0	9.0	50.0	http://dbpedia.org/resource/Peru_State_College	medium	medium	522.0
2563.0	Union College	NE	IIB	290	293	272.0	288.0	358	359	334.0	354.0	18.0	14.0	7.0	1.0	40.0	http://dbpedia.org/resource/Union_College	low	low	523.0
2575.0	Franklin Pierce College	NH	IIB	470	382	323.0	399.0	605	487	412.0	510.0	28.0	29.0	17.0	2.0	76.0	http://dbpedia.org/resource/Franklin_Pierce_University	medium	medium	529.0
2597.0	Bloomfield College	NJ	IIB	476	434	354.0	406.0	602	547	443.0	510.0	12.0	13.0	17.0	4.0	46.0	http://dbpedia.org/resource/Bloomfield_College	medium	medium	537.0
2603.0	Drew University	NJ	IIA	603	463	386.0	529.0	762	580	479.0	664.0	61.0	28.0	15.0	4.0	108.0	http://dbpedia.org/resource/Drew_University	high	high	540.0
2613.0	Jersey City State College	NJ	IIB	649	525	405.0	520.0	840	697	558.0	692.0	80.0	66.0	90.0	1.0	237.0	http://dbpedia.org/resource/New_Jersey_City_University	high	high	543.0
2632.0	Seton Hall University	NJ	IIA	736	557	414.0	553.0	894	683	507.0	675.0	98.0	110.0	101.0	13.0	332.0	http://dbpedia.org/resource/Seton_Hall_University	high	high	551.0
9345.0	Stockton State College	NJ	IIB	656	496	393.0	492.0	790	607	490.0	603.0	47.0	58.0	65.0	8.0	178.0	http://dbpedia.org/resource/Richard_Stockton_College_of_New_Jersey	medium	high	556.0
2568.0	University of Nevada - Reno	NV	I	647	480	390.0	508.0	741	558	458.0	589.0	145.0	133.0	95.0	5.0	403.0	http://dbpedia.org/resource/University_of_Nevada,_Reno	high	medium	558.0
2667.0	Dowling College	NY	IIB	661	596	484.0	563.0	891	822	679.0	776.0	25.0	29.0	36.0	3.0	93.0	http://dbpedia.org/resource/Dowling_College	high	high	560.0
2671.0	Bard College	NY	IIB	657	460	365.0	521.0	860	605	481.0	683.0	40.0	15.0	29.0	0.0	84.0	http://dbpedia.org/resource/Bard_College	high	high	562.0
2699.0	Clarkson University	NY	I	703	515	475.0	563.0	875	658	593.0	707.0	55.0	58.0	43.0	5.0	161.0	http://dbpedia.org/resource/Clarkson_University	high	high	565.0
2708.0	Barnard College	NY	IIB	733	516	395.0	508.0	943	652	509.0	654.0	49.0	19.0	56.0	6.0	154.0	http://dbpedia.org/resource/Barnard_College	high	high	571.0
2712.0	D'Youville College	NY	IIB	404	385	327.0	359.0	485	456	390.0	427.0	15.0	22.0	32.0	7.0	76.0	http://dbpedia.org/resource/D'Youville_College	medium	low	573.0
2722.0	Fordham University	NY	I	744	573	444.0	590.0	945	729	557.0	748.0	166.0	183.0	140.0	9.0	498.0	http://dbpedia.org/resource/Fordham_University	high	high	576.0
2737.0	Iona College	NY	IIA	594	462	393.0	461.0	756	594	496.0	587.0	42.0	81.0	59.0	10.0	192.0	http://dbpedia.org/resource/Iona_College_(Queensland)	medium	medium	582.0
2758.0	Manhattan College	NY	IIA	595	500	388.0	488.0	767	627	495.0	621.0	45.0	74.0	50.0	3.0	172.0	http://dbpedia.org/resource/Manhattan_College	medium	high	586.0
2772.0	Mercy College	NY	IIB	524	399	341.0	416.0	640	493	423.0	511.0	53.0	38.0	48.0	6.0	149.0	http://dbpedia.org/resource/Mercy_College,_Perth	medium	medium	590.0
2775.0	Molloy College	NY	IIB	541	435	353.0	381.0	697	551	463.0	494.0	16.0	20.0	58.0	22.0	116.0	http://dbpedia.org/resource/Molloy_College	medium	medium	591.0
2791.0	Pace University	NY	IIA	685	513	436.0	576.0	851	643	556.0	720.0	187.0	124.0	77.0	3.0	397.0	http://dbpedia.org/resource/Pace_University	high	high	597.0
2813.0	Sarah Lawrence College	NY	IIB	623	478	398.0	541.0	779	610	495.0	677.0	39.0	14.0	13.0	0.0	69.0	http://dbpedia.org/resource/Sarah_Lawrence_College	high	high	600.0
2814.0	Skidmore College	NY	IIB	642	492	397.0	498.0	831	639	516.0	646.0	42.0	69.0	48.0	5.0	164.0	http://dbpedia.org/resource/Skidmore_College	medium	high	601.0
2816.0	Siena College	NY	IIB	515	429	357.0	434.0	667	567	474.0	570.0	52.0	53.0	49.0	1.0	155.0	http://dbpedia.org/resource/Siena_College	medium	medium	602.0
2825.0	Saint Joseph's College	NY	IIB	495	398	349.0	372.0	584	478	419.0	446.0	12.0	15.0	46.0	8.0	81.0	http://dbpedia.org/resource/Saint_Joseph's_College_(Indiana)	medium	medium	605.0
2829.0	St. Lawrence University	NY	IIB	627	473	366.0	488.0	799	613	472.0	627.0	50.0	56.0	40.0	7.0	153.0	http://dbpedia.org/resource/St._Lawrence_University	medium	high	606.0
2835.0	SUNY at Albany	NY	I	732	526	407.0	576.0	934	679	524.0	739.0	260.0	217.0	125.0	0.0	638.0	http://dbpedia.org/resource/University_at_Albany,_SUNY	high	high	608.0
2838.0	SUNY at Stony Brook	NY	I	755	534	414.0	589.0	961	688	526.0	751.0	346.0	216.0	183.0	24.0	801.0	http://dbpedia.org/resource/Stony_Brook_University	high	high	609.0
2894.0	University of Rochester	NY	I	747	520	434.0	611.0	895	626	520.0	733.0	252.0	130.0	110.0	7.0	508.0	http://dbpedia.org/resource/University_of_Rochester	high	high	616.0
2899.0	Wagner College	NY	IIB	457	366	326.0	368.0	587	477	438.0	483.0	20.0	17.0	31.0	4.0	72.0	http://dbpedia.org/resource/Wagner_College	medium	medium	618.0
4779.0	Long Island University	NY	IIA	631	513	408.0	531.0	825	672	520.0	690.0	233.0	175.0	124.0	22.0	561.0	http://dbpedia.org/resource/Long_Island_University	high	high	620.0
7109.0	SUNY College at Old Westbury	NY	IIB	592	480	374.0	466.0	758	616	485.0	599.0	36.0	42.0	40.0	8.0	127.0	http://dbpedia.org/resource/State_University_of_New_York_at_Old_Westbury	medium	high	622.0
9554.0	SUNY at Buffalo	NY	I	762	548	423.0	601.0	970	704	534.0	767.0	400.0	338.0	218.0	9.0	982.0	http://dbpedia.org/resource/University_at_Buffalo,_The_State_University_of_New_York	high	high	623.0
3041.0	Defiance College The	OH	IIB	373	333	277.0	326.0	438	388	330.0	382.0	14.0	18.0	11.0	0.0	46.0	http://dbpedia.org/resource/Defiance_College	low	low	634.0
3045.0	University of Findlay	OH	IIB	417	370	301.0	330.0	526	470	369.0	413.0	18.0	29.0	51.0	7.0	115.0	http://dbpedia.org/resource/University_of_Findlay	low	low	636.0
3046.0	Franklin University	OH	IIB	*	*	?	345.0	*	*	?	438.0	0.0	0.0	0.0	0.0	39.0	http://dbpedia.org/resource/Franklin_University	low	low	637.0
3049.0	Hiram College	OH	IIB	468	367	302.0	373.0	602	469	379.0	474.0	28.0	22.0	20.0	11.0	81.0	http://dbpedia.org/resource/Hiram_College	medium	medium	639.0
3065.0	Kenyon College	OH	IIB	608	439	381.0	480.0	777	552	475.0	608.0	49.0	36.0	38.0	8.0	131.0	http://dbpedia.org/resource/Kenyon_College	medium	high	641.0
3109.0	Ohio Wesleyan University	OH	IIB	541	395	354.0	453.0	726	584	500.0	626.0	67.0	25.0	42.0	2.0	136.0	http://dbpedia.org/resource/Ohio_Wesleyan_University	medium	high	649.0
3135.0	Walsh University	OH	IIB	407	344	278.0	346.0	504	427	352.0	432.0	17.0	19.0	10.0	0.0	49.0	http://dbpedia.org/resource/Walsh_University	low	low	656.0
3142.0	Wilmington College	OH	IIB	407	357	303.0	335.0	481	430	364.0	401.0	10.0	18.0	32.0	1.0	61.0	http://dbpedia.org/resource/Wilmington_College_(Ohio)	low	low	657.0
3144.0	Xavier University	OH	IIA	571	473	378.0	449.0	712	586	467.0	557.0	58.0	75.0	78.0	19.0	230.0	http://dbpedia.org/resource/Xavier_University	medium	medium	659.0
3150.0	Cameron University	OK	IIB	426	360	329.0	345.0	531	452	415.0	434.0	44.0	35.0	63.0	34.0	177.0	http://dbpedia.org/resource/Cameron_University	low	low	665.0
3154.0	East Central University	OK	IIB	453	407	352.0	378.0	538	488	429.0	456.0	39.0	31.0	64.0	23.0	158.0	http://dbpedia.org/resource/East_Central_University	medium	medium	667.0
3164.0	Oklahoma Baptist University	OK	IIB	379	335	282.0	317.0	467	420	359.0	399.0	22.0	33.0	42.0	5.0	102.0	http://dbpedia.org/resource/Oklahoma_Baptist_University	low	low	669.0
3170.0	Oklahoma State University	OK	I	532	409	373.0	449.0	655	509	460.0	555.0	342.0	247.0	181.0	11.0	794.0	http://dbpedia.org/resource/Oklahoma_State_University_Center_for_Health_Sciences	medium	medium	670.0
3175.0	Phillips University	OK	IIB	365	315	273.0	317.0	438	381	327.0	381.0	16.0	10.0	15.0	1.0	42.0	http://dbpedia.org/resource/Phillips_University	low	low	671.0
3193.0	Eastern Oregon State College	OR	IIB	470	363	309.0	373.0	612	482	412.0	492.0	20.0	23.0	17.0	5.0	65.0	http://dbpedia.org/resource/Eastern_Oregon_University	medium	medium	676.0
3194.0	George Fox College	OR	IIB	418	373	302.0	355.0	531	468	371.0	444.0	20.0	27.0	27.0	3.0	77.0	http://dbpedia.org/resource/George_Fox_University	medium	low	677.0
3198.0	Linfield College	OR	IIB	481	377	319.0	397.0	650	522	448.0	546.0	47.0	47.0	31.0	4.0	129.0	http://dbpedia.org/resource/Linfield_College	medium	medium	679.0
3216.0	Portland State University	OR	I	544	437	382.0	474.0	693	564	498.0	609.0	205.0	113.0	77.0	16.0	411.0	http://dbpedia.org/resource/Portland_State_University	medium	high	685.0
3219.0	Southern Oregon State College	OR	IIA	460	371	315.0	393.0	598	491	417.0	517.0	72.0	49.0	25.0	12.0	161.0	http://dbpedia.org/resource/Southern_Oregon_University	medium	medium	687.0
3224.0	University of Portland	OR	IIA	587	437	387.0	436.0	716	542	470.0	536.0	26.0	57.0	42.0	2.0	135.0	http://dbpedia.org/resource/University_of_Portland	medium	medium	689.0
3229.0	Albright College	PA	IIB	488	396	359.0	430.0	648	514	451.0	562.0	39.0	21.0	15.0	3.0	79.0	http://dbpedia.org/resource/Albright_College	medium	medium	692.0
3237.0	Bryn Mawr College	PA	IIA	620	466	379.0	511.0	767	605	478.0	639.0	65.0	23.0	20.0	3.0	129.0	http://dbpedia.org/resource/Bryn_Mawr_College	high	high	696.0
3242.0	Carnegie-Mellon University	PA	I	829	566	499.0	678.0	994	691	617.0	820.0	256.0	138.0	125.0	4.0	523.0	http://dbpedia.org/resource/Carnegie_Mellon_University	high	high	699.0
3243.0	Cedar Crest College	PA	IIB	475	392	318.0	375.0	591	495	392.0	468.0	14.0	17.0	29.0	0.0	60.0	http://dbpedia.org/resource/Cedar_Crest_College	medium	medium	700.0
3253.0	Dickinson College	PA	IIB	622	468	380.0	466.0	797	601	478.0	593.0	35.0	47.0	51.0	7.0	144.0	http://dbpedia.org/resource/Dickinson_College	medium	medium	704.0
3268.0	Gettysburg College	PA	IIB	627	475	400.0	485.0	820	630	516.0	637.0	38.0	65.0	28.0	20.0	151.0	http://dbpedia.org/resource/Gettysburg_College	medium	high	711.0
3287.0	La Salle University	PA	IIA	585	482	426.0	470.0	733	616	543.0	597.0	30.0	80.0	95.0	4.0	209.0	http://dbpedia.org/resource/La_Salle_University	medium	high	721.0
3288.0	Lebanon Valley College	PA	IIB	472	401	362.0	419.0	593	512	466.0	531.0	28.0	21.0	17.0	1.0	67.0	http://dbpedia.org/resource/Lebanon_Valley_College	medium	medium	722.0
3290.0	Lincoln University	PA	IIB	516	400	348.0	393.0	628	492	433.0	486.0	22.0	26.0	18.0	12.0	87.0	http://dbpedia.org/resource/Lincoln_University_(Pennsylvania)	medium	medium	724.0
3293.0	Lycoming College	PA	IIB	502	436	352.0	395.0	656	575	442.0	507.0	16.0	26.0	33.0	11.0	86.0	http://dbpedia.org/resource/Lycoming_College	medium	medium	725.0
3298.0	Messiah College	PA	IIB	481	400	351.0	393.0	621	514	446.0	505.0	34.0	37.0	45.0	15.0	131.0	http://dbpedia.org/resource/Messiah_College	medium	medium	728.0
3304.0	Muhlenberg College	PA	IIB	589	432	359.0	449.0	809	568	463.0	600.0	36.0	31.0	37.0	2.0	115.0	http://dbpedia.org/resource/Muhlenberg_College	medium	high	730.0
3321.0	Edinboro University of Penn.	PA	IIA	676	545	424.0	516.0	870	714	570.0	679.0	111.0	86.0	169.0	26.0	392.0	http://dbpedia.org/resource/Edinboro_University_of_Pennsylvania	high	high	736.0
3357.0	Point Park College	PA	IIB	411	331	290.0	357.0	519	430	363.0	452.0	33.0	19.0	17.0	1.0	73.0	http://dbpedia.org/resource/Point_Park_University	medium	medium	744.0
3362.0	Seton Hill College	PA	IIB	489	380	329.0	368.0	575	479	403.0	453.0	7.0	23.0	24.0	1.0	56.0	http://dbpedia.org/resource/Seton_Hill_University	medium	medium	746.0
3368.0	Saint Vincent College	PA	IIB	436	399	317.0	363.0	603	540	406.0	481.0	14.0	20.0	20.0	10.0	64.0	http://dbpedia.org/resource/Saint_Vincent_College	medium	medium	749.0
3369.0	Susquehanna University	PA	IIB	534	420	359.0	422.0	661	519	443.0	521.0	25.0	26.0	33.0	5.0	89.0	http://dbpedia.org/resource/Susquehanna_University	medium	medium	750.0
3370.0	Swarthmore College	PA	IIB	704	519	417.0	562.0	868	651	526.0	699.0	68.0	44.0	47.0	2.0	163.0	http://dbpedia.org/resource/Swarthmore_College	high	high	751.0
3376.0	Thiel College	PA	IIB	408	342	287.0	369.0	534	443	376.0	481.0	33.0	14.0	10.0	1.0	58.0	http://dbpedia.org/resource/Thiel_College	medium	medium	753.0
3379.0	University of Pittsburgh	PA	I	736	516	421.0	547.0	910	653	537.0	688.0	427.0	402.0	373.0	63.0	1325.0	http://dbpedia.org/resource/University_of_Pittsburgh	high	high	755.0
3388.0	Villanova University	PA	IIA	726	535	438.0	536.0	912	698	586.0	698.0	133.0	143.0	206.0	21.0	503.0	http://dbpedia.org/resource/Villanova_University	high	high	758.0
3389.0	Washington & Jefferson College	PA	IIB	549	480	373.0	473.0	689	608	494.0	602.0	33.0	29.0	18.0	7.0	87.0	http://dbpedia.org/resource/Washington_&_Jefferson_College	medium	high	759.0
3396.0	Wilson College	PA	IIB	322	314	269.0	294.0	402	366	315.0	350.0	8.0	9.0	12.0	3.0	32.0	http://dbpedia.org/resource/Wilson_College_(Pennsylvania)	low	low	763.0
3988.0	Neumann College	PA	IIB	*	328	296.0	307.0	*	457	399.0	415.0	5.0	9.0	27.0	3.0	44.0	http://dbpedia.org/resource/Neumann_University	low	low	766.0
3401.0	Brown University	RI	I	752	515	433.0	625.0	956	659	554.0	797.0	286.0	100.0	111.0	0.0	514.0	http://dbpedia.org/resource/Brown_University	high	high	768.0
3407.0	Rhode Island College	RI	IIA	518	442	381.0	453.0	675	581	504.0	594.0	125.0	101.0	96.0	1.0	323.0	http://dbpedia.org/resource/Rhode_Island_College	medium	medium	771.0
3411.0	Salve Regina University	RI	IIA	495	397	327.0	385.0	620	496	406.0	481.0	29.0	43.0	37.0	14.0	124.0	http://dbpedia.org/resource/Salve_Regina_University	medium	medium	772.0
3414.0	University of Rhode Island	RI	I	630	473	416.0	541.0	813	622	548.0	703.0	334.0	187.0	135.0	3.0	659.0	http://dbpedia.org/resource/University_of_Rhode_Island	high	high	773.0
3427.0	Coker College	SC	IIB	425	359	318.0	358.0	521	425	378.0	430.0	14.0	9.0	18.0	2.0	43.0	http://dbpedia.org/resource/Coker_College	medium	low	778.0
3439.0	Morris College	SC	IIB	*	278	252.0	269.0	*	314	285.0	303.0	5.0	16.0	21.0	4.0	46.0	http://dbpedia.org/resource/Morris_College	low	low	786.0
3445.0	Presbyterian College	SC	IIB	503	376	316.0	397.0	637	478	395.0	501.0	26.0	22.0	22.0	5.0	75.0	http://dbpedia.org/resource/Presbyterian_College	medium	medium	788.0
3451.0	Coastal Carolina University	SC	IIB	437	377	314.0	340.0	535	464	389.0	419.0	23.0	43.0	49.0	28.0	143.0	http://dbpedia.org/resource/Coastal_Carolina_University	low	low	792.0
3455.0	Voorhees College	SC	IIB	*	*	254.0	233.0	*	*	287.0	265.0	1.0	3.0	12.0	14.0	30.0	http://dbpedia.org/resource/Voorhees_College	low	low	793.0
3466.0	Northern State University	SD	IIA	417	333	297.0	337.0	498	402	362.0	407.0	27.0	30.0	35.0	12.0	104.0	http://dbpedia.org/resource/Northern_State_University	low	low	801.0
3478.0	Austin Peay State University	TN	IIA	482	362	314.0	374.0	581	445	390.0	458.0	86.0	47.0	102.0	17.0	252.0	http://dbpedia.org/resource/Austin_Peay_State_University	medium	medium	804.0
3480.0	Bethel College	TN	IIB	287	*	255.0	262.0	345	*	307.0	323.0	9.0	4.0	9.0	5.0	27.0	http://dbpedia.org/resource/Bethel_College_(Kansas)	low	low	806.0
3492.0	Freed-Hardeman University	TN	IIB	382	326	271.0	305.0	454	401	346.0	374.0	16.0	23.0	20.0	9.0	69.0	http://dbpedia.org/resource/Freed%E2%80%93Hardeman_University	low	low	810.0
3498.0	Lambuth University	TN	IIB	316	288	283.0	294.0	405	380	363.0	379.0	15.0	9.0	16.0	2.0	42.0	http://dbpedia.org/resource/Lambuth_University	low	low	811.0
3505.0	Maryville College	TN	IIB	429	351	289.0	338.0	520	419	348.0	406.0	12.0	14.0	19.0	4.0	49.0	http://dbpedia.org/resource/Maryville_College	low	low	813.0
3511.0	Milligan College	TN	IIB	398	334	291.0	347.0	465	404	337.0	410.0	21.0	16.0	15.0	0.0	52.0	http://dbpedia.org/resource/Milligan_College	low	low	815.0
3528.0	Union University	TN	IIB	396	361	318.0	332.0	496	454	396.0	414.0	18.0	22.0	52.0	20.0	112.0	http://dbpedia.org/resource/Union_University	low	low	819.0
3531.0	University of Tennessee-Martin	TN	IIA	473	409	337.0	413.0	615	509	426.0	527.0	103.0	57.0	48.0	17.0	225.0	http://dbpedia.org/resource/University_of_Tennessee_at_Martin	medium	medium	821.0
3534.0	University of the South	TN	IIB	578	427	347.0	485.0	759	571	447.0	636.0	53.0	20.0	18.0	6.0	99.0	http://dbpedia.org/resource/Sewanee:_The_University_of_the_South	medium	high	822.0
3543.0	Austin College	TX	IIB	508	394	320.0	418.0	629	500	390.0	518.0	37.0	20.0	23.0	4.0	84.0	http://dbpedia.org/resource/Austin_College	medium	medium	827.0
3571.0	Hardin-Simmons University	TX	IIA	378	311	295.0	330.0	457	380	357.0	400.0	39.0	11.0	25.0	9.0	84.0	http://dbpedia.org/resource/Hardin%E2%80%93Simmons_University	low	low	828.0
3576.0	Houston Baptist University	TX	IIA	408	363	314.0	345.0	507	456	397.0	434.0	34.0	19.0	43.0	15.0	111.0	http://dbpedia.org/resource/Houston_Baptist_University	low	low	829.0
3620.0	Southwestern University	TX	IIB	627	470	373.0	478.0	763	581	465.0	590.0	22.0	33.0	25.0	3.0	83.0	http://dbpedia.org/resource/Southwestern_University	medium	medium	836.0
3645.0	Texas Wesleyan University	TX	IIB	456	536	298.0	439.0	570	656	370.0	544.0	42.0	30.0	15.0	9.0	96.0	http://dbpedia.org/resource/Texas_Wesleyan_University	medium	medium	846.0
3647.0	Trinity University	TX	IIA	696	477	389.0	548.0	860	610	497.0	686.0	95.0	61.0	57.0	3.0	216.0	http://dbpedia.org/resource/Trinity_University_College	high	high	848.0
3651.0	University of Dallas	TX	IIA	474	432	364.0	395.0	578	550	446.0	489.0	23.0	35.0	25.0	1.0	108.0	http://dbpedia.org/resource/University_of_Dallas	medium	medium	849.0
10115.0	University of Texas -San Antonio	TX	IIA	546	441	379.0	429.0	685	562	489.0	548.0	61.0	120.0	108.0	6.0	314.0	http://dbpedia.org/resource/University_of_Texas_at_San_Antonio	medium	medium	857.0
10366.0	Texas A & M University	TX	I	645	460	394.0	505.0	798	587	509.0	637.0	652.0	424.0	305.0	2.0	1546.0	http://dbpedia.org/resource/Texas_A&M_University	high	high	858.0
11163.0	University of Texas at Tyler	TX	IIA	522	421	359.0	409.0	666	548	496.0	538.0	39.0	37.0	24.0	0.0	133.0	http://dbpedia.org/resource/University_of_Texas_at_Tyler	medium	medium	859.0
12826.0	University of Houston-Downtown	TX	IIB	503	404	336.0	365.0	628	507	429.0	463.0	20.0	53.0	44.0	1.0	153.0	http://dbpedia.org/resource/University_of_Houston%E2%80%93Downtown	medium	medium	860.0
13231.0	University of Houston-Victoria	TX	IIB	*	389	319.0	355.0	*	498	411.0	456.0	5.0	11.0	11.0	2.0	29.0	http://dbpedia.org/resource/University_of_Houston%E2%80%93Victoria	medium	medium	861.0
3675.0	University of Utah	UT	I	615	432	383.0	498.0	792	574	514.0	652.0	388.0	231.0	216.0	25.0	860.0	http://dbpedia.org/resource/University_of_Utah	medium	high	863.0
3678.0	Southern Utah University	UT	IIB	421	349	290.0	335.0	546	473	413.0	459.0	33.0	48.0	55.0	11.0	147.0	http://dbpedia.org/resource/Southern_Utah_University	low	medium	865.0
3680.0	Weber State University	UT	IIB	483	388	341.0	389.0	633	522	458.0	518.0	160.0	97.0	124.0	61.0	459.0	http://dbpedia.org/resource/Weber_State_University	medium	medium	866.0
3713.0	Hampden-Sydney College	VA	IIB	529	397	338.0	417.0	631	481	419.0	502.0	28.0	28.0	13.0	0.0	80.0	http://dbpedia.org/resource/Hampden%E2%80%93Sydney_College	medium	medium	871.0
3715.0	Hollins College	VA	IIB	498	398	306.0	388.0	609	512	374.0	484.0	18.0	27.0	23.0	3.0	71.0	http://dbpedia.org/resource/Hollins_University	medium	medium	873.0
3723.0	Mary Baldwin College	VA	IIB	457	370	311.0	362.0	551	457	380.0	443.0	13.0	31.0	25.0	2.0	71.0	http://dbpedia.org/resource/Mary_Baldwin_College	medium	low	877.0
3746.0	Mary Washington College	VA	IIB	475	397	325.0	401.0	602	507	421.0	513.0	59.0	43.0	48.0	0.0	157.0	http://dbpedia.org/resource/University_of_Mary_Washington	medium	medium	888.0
3764.0	Virginia State University	VA	IIA	453	416	375.0	398.0	554	510	462.0	489.0	55.0	49.0	59.0	28.0	191.0	http://dbpedia.org/resource/Virginia_State_University	medium	medium	892.0
3766.0	Virginia Union University	VA	IIB	401	351	264.0	283.0	459	404	302.0	324.0	8.0	15.0	37.0	8.0	78.0	http://dbpedia.org/resource/Virginia_Union_University	low	low	894.0
3767.0	Virginia Wesleyan College	VA	IIB	527	432	356.0	436.0	643	534	447.0	538.0	28.0	11.0	24.0	9.0	72.0	http://dbpedia.org/resource/Virginia_Wesleyan_College	medium	medium	895.0
3768.0	Washington & Lee University	VA	IIB	685	487	397.0	592.0	842	605	480.0	728.0	84.0	30.0	24.0	0.0	138.0	http://dbpedia.org/resource/Washington_and_Lee_University	high	high	896.0
3682.0	Bennington College	VT	IIB	*	*	?	373.0	*	*	?	449.0	0.0	0.0	0.0	0.0	46.0	http://dbpedia.org/resource/Bennington_College	medium	medium	900.0
3694.0	Saint Michael's College	VT	IIB	501	414	344.0	404.0	675	548	457.0	540.0	33.0	38.0	46.0	0.0	122.0	http://dbpedia.org/resource/Saint_Michael's_College	medium	medium	907.0
3790.0	Seattle University	WA	IIA	565	476	408.0	458.0	674	572	495.0	551.0	53.0	88.0	69.0	14.0	237.0	http://dbpedia.org/resource/Seattle_University	medium	medium	913.0
3797.0	University of Puget Sound	WA	IIB	623	469	389.0	516.0	788	599	495.0	655.0	80.0	44.0	51.0	0.0	175.0	http://dbpedia.org/resource/University_of_Puget_Sound	high	high	915.0
3803.0	Whitman College	WA	IIB	568	451	372.0	476.0	717	571	468.0	602.0	37.0	32.0	23.0	1.0	93.0	http://dbpedia.org/resource/Whitman_College	medium	high	919.0
3804.0	Whitworth College	WA	IIB	426	349	279.0	345.0	513	426	345.0	420.0	26.0	39.0	18.0	10.0	93.0	http://dbpedia.org/resource/Whitworth_University	low	low	920.0
3854.0	Lakeland College	WI	IIB	406	*	321.0	329.0	489	*	384.0	393.0	11.0	3.0	19.0	8.0	46.0	http://dbpedia.org/resource/Lakeland_College_(Alberta)	low	low	925.0
3856.0	Lawrence University	WI	IIB	570	425	364.0	462.0	691	521	439.0	561.0	42.0	28.0	31.0	3.0	104.0	http://dbpedia.org/resource/Lawrence_University	medium	medium	926.0
3884.0	Ripon College	WI	IIB	491	380	320.0	409.0	619	479	401.0	515.0	28.0	23.0	17.0	1.0	69.0	http://dbpedia.org/resource/Ripon_College_(Wisconsin)	medium	medium	930.0
3895.0	University of Wisconsin-Madison	WI	I	666	498	439.0	573.0	831	628	566.0	721.0	918.0	287.0	360.0	30.0	1641.0	http://dbpedia.org/resource/University_of_Wisconsin-Madison_School_of_Music	high	high	932.0
3923.0	University of Wisconsin-River Falls	WI	IIA	485	399	340.0	420.0	622	519	449.0	545.0	112.0	57.0	57.0	2.0	238.0	http://dbpedia.org/resource/University_of_Wisconsin%E2%80%93River_Falls	medium	medium	940.0
9630.0	University of Wisconsin-Oshkosh	WI	IIA	541	435	374.0	439.0	688	562	490.0	567.0	104.0	108.0	130.0	4.0	356.0	http://dbpedia.org/resource/University_of_Wisconsin%E2%80%93Oshkosh	medium	medium	944.0
3808.0	Bethany College	WV	IIB	397	348	286.0	340.0	501	485	358.0	433.0	21.0	6.0	23.0	0.0	50.0	http://dbpedia.org/resource/Bethany_College_(Kansas)	low	low	946.0
